holc_id,holc_grade,Can_P,Sum_poptot,Sum_whiten,Sum_blackn,Sum_asiann,Sum_latinx,Sum_pop25,Sum_lesshs,Sum_hsdeg,Sum_bachup,Sum_occ,Sum_ownocc,Sum_rentoc,Sum_povsta,Sum_povbel,city,grade,pcan,pwhitenh,pblacknh,pasiannh,platinx,plesshs,pbachup,pown,ppov,pmin
C140,C,37.233967,5976,4101,773,271,507,4072,77,1298,2697,2249,1610,639,5952,474,Chicago,C,37.233967,68.624496,12.935074,4.5348058,8.4839354,1.8909627,66.232811,71.587372,7.9637098,31.375504
C141,C,38.85704,12483,8144,1886,385,1562,8268,200,2103,5965,4579,3242,1337,12459,723,Chicago,C,38.85704,65.24073,15.108547,3.0841944,12.513018,2.4189646,72.145622,70.801483,5.8030338,34.75927
C142,C,33.410416,21728,9620,3650,856,6593,14335,1337,6422,6576,7539,4655,2884,21664,1980,Chicago,C,33.410416,44.27467,16.798601,3.9396172,30.343336,9.3268223,45.873737,61.74559,9.1395864,55.72533
C143,C,27.677958,10594,2098,7720,117,458,7670,1481,4250,1939,4623,1209,3414,10522,3156,Chicago,C,27.677958,19.803663,72.871437,1.1043987,4.3232017,19.308996,25.280313,26.15185,29.994297,80.196335
C144,C,27.219015,19292,831,17523,0,794,11989,2397,8243,1349,6989,1543,5446,19259,7664,Chicago,C,27.219015,4.3074851,90.830399,0,4.1156955,19.993328,11.251981,22.077551,39.79438,95.692513
C145,C,27.330511,6099,67,5078,0,868,3573,603,2596,374,1761,708,1053,6099,1861,Chicago,C,27.330511,1.0985408,83.259552,0,14.231841,16.876574,10.467394,40.20443,30.513199,98.901459
C146,C,24.358618,8900,1267,7196,134,237,6540,886,3908,1746,4151,1186,2965,8717,2732,Chicago,C,24.358618,14.235955,80.853935,1.505618,2.6629214,13.5474,26.697248,28.571428,31.341057,85.764046
C147,C,19.26228,9799,225,9031,57,346,5898,1612,3926,360,3178,548,2630,9785,3690,Chicago,C,19.26228,2.2961526,92.162468,.58169198,3.5309725,27.331299,6.1037641,17.243549,37.710781,97.70385
C148,C,14.988015,17189,614,15064,46,1409,11493,1701,8277,1515,6330,2143,4187,16513,4563,Chicago,C,14.988015,3.572052,87.637444,.26761299,8.1971025,14.800313,13.181937,33.85466,27.632774,96.427948
C149,C,17.099438,8831,213,8314,74,217,5943,1690,3655,598,3108,897,2211,8422,2947,Chicago,C,17.099438,2.411958,94.145622,.8379572,2.4572527,28.436817,10.062258,28.861004,34.991688,97.588043
C15,C,51.625824,5779,5051,20,540,40,3538,25,366,3147,1868,1753,115,5779,155,Chicago,C,51.625824,87.402664,.34608063,9.3441772,.69216126,.7066139,88.948555,93.843681,2.6821249,12.597336
C150,C,21.479805,6610,1258,1895,127,3127,4470,1094,2122,1254,2264,957,1307,6333,674,Chicago,C,21.479805,19.031771,28.668684,1.9213313,47.30711,24.474274,28.053692,42.270317,10.642666,80.968231
C151,C,17.778425,21549,626,19918,0,645,13177,3770,8446,961,7294,1541,5753,21389,8294,Chicago,C,17.778425,2.9050071,92.431206,0,2.9931784,28.610458,7.2930107,21.126953,38.776943,97.094994
C152,C,14.445751,10856,610,9737,49,189,6405,1516,3974,915,3791,865,2926,10503,4743,Chicago,C,14.445751,5.6190124,89.692337,.4513633,1.7409728,23.669008,14.285714,22.817198,45.158527,94.380989
C153,C,25.928589,12104,668,8179,25,3096,8316,1634,5439,1243,4311,1648,2663,12075,3700,Chicago,C,25.928589,5.518837,67.572701,.2065433,25.578321,19.64887,14.94709,38.227791,30.641823,94.481163
C154,C,14.094609,12588,2444,1910,250,7792,8744,2093,4413,2238,4453,1643,2810,12509,2390,Chicago,C,14.094609,19.415316,15.173181,1.9860184,61.900223,23.936413,25.594694,36.896473,19.106243,80.584686
C155,C,16.51099,15031,6860,2534,295,5048,11421,1268,4410,5743,6700,2208,4492,14967,2723,Chicago,C,16.51099,45.639011,16.858492,1.9626106,33.583927,11.102355,50.284565,32.955223,18.193359,54.360989
C156,C,18.602285,13393,9729,413,454,2287,10875,552,2630,7693,6246,2242,4004,13330,1293,Chicago,C,18.602285,72.642426,3.0837004,3.3898306,17.076084,5.0758619,70.740227,35.894974,9.6999254,27.357574
C157,C,16.756144,14971,12404,470,1176,587,13270,61,2138,11071,9672,5668,4004,14971,748,Chicago,C,16.756144,82.853516,3.1394029,7.8551865,3.9209137,.45968351,83.428787,58.60215,4.9963264,17.146484
C158,C,15.872208,12194,293,11348,17,406,7146,1806,4733,607,4120,926,3194,12060,4755,Chicago,C,15.872208,2.4028211,93.062164,.13941282,3.3295064,25.272881,8.4942627,22.475729,39.42786,97.597176
C159,C,13.340552,14531,509,13462,24,427,8221,1955,5215,1051,4966,1149,3817,14062,5541,Chicago,C,13.340552,3.502856,92.643311,.16516413,2.9385452,23.780561,12.784333,23.137335,39.404068,96.497147
C16,C,38.917149,8603,7653,23,532,197,5639,65,688,4886,3048,2602,446,8513,211,Chicago,C,38.917149,88.957344,.26734859,6.1838894,2.2898989,1.1526866,86.646568,85.367455,2.4785621,11.042656
C160,C,18.741253,10740,192,9827,17,422,6552,1438,4338,776,3685,1033,2652,10699,3714,Chicago,C,18.741253,1.7877095,91.499069,.15828678,3.9292364,21.947496,11.843712,28.032564,34.713524,98.212288
C161,C,18.746675,6067,165,5686,1,215,3801,980,2476,345,2134,479,1655,6043,1911,Chicago,C,18.746675,2.7196307,93.720123,.01648261,3.5437613,25.782688,9.0765591,22.44611,31.623365,97.280373
C162,C,19.47364,53737,1410,6688,39,45315,32615,13565,15885,3165,15868,6196,9672,53525,14800,Chicago,C,19.47364,2.6238904,12.445801,.072575696,84.32737,41.591293,9.7041235,39.047138,27.650631,97.376106
C163,C,17.771296,45064,2601,15456,118,26749,27430,11118,13616,2696,11033,3168,7865,35772,12180,Chicago,C,17.771296,5.7717915,34.297886,.26184982,59.357803,40.532265,9.8286543,28.713858,34.048977,94.22821
C164,C,24.327875,3701,2414,143,35,1020,2640,133,1571,936,1506,1159,347,3659,227,Chicago,C,24.327875,65.225616,3.8638206,.94569033,27.56012,5.037879,35.454544,76.958832,6.2038808,34.774384
C165,C,23.254902,19561,4137,1324,774,13019,12587,2775,7264,2548,5849,3576,2273,19500,2209,Chicago,C,23.254902,21.149225,6.7685699,3.9568529,66.555901,22.046556,20.243109,61.138657,11.328205,78.850777
C166,C,19.198877,25871,4442,1244,391,19630,16352,4244,9485,2623,7759,4474,3285,25299,3116,Chicago,C,19.198877,17.169804,4.8084726,1.5113448,75.876465,25.954012,16.040852,57.662071,12.316692,82.8302
C167,C,26.569937,9115,3671,402,154,4790,5661,670,3043,1948,3491,1653,1838,8925,1678,Chicago,C,26.569937,40.274273,4.4103127,1.6895227,52.550739,11.835364,34.410881,47.35033,18.801121,59.725727
C168,C,20.346087,12325,3835,368,132,7892,7057,770,4283,2004,3960,2361,1599,12073,1864,Chicago,C,20.346087,31.115618,2.9858012,1.0709939,64.032455,10.911152,28.397335,59.621212,15.43941,68.884384
C169,C,21.847651,10604,1983,253,44,8229,6414,1649,3693,1072,2886,1966,920,10132,747,Chicago,C,21.847651,18.700491,2.3858922,.41493776,77.602791,25.709385,16.71344,68.121971,7.3726807,81.299507
C17,C,32.468018,3686,2931,217,375,118,3317,361,2004,952,1536,1101,435,3005,317,Chicago,C,32.468018,79.51709,5.8871408,10.17363,3.2013023,10.883328,28.700634,71.679688,10.549085,20.48291
C170,C,15.699557,31337,2402,2572,313,25832,18933,6246,10288,2399,8507,4192,4315,30729,4790,Chicago,C,15.699557,7.6650605,8.20755,.99881929,82.432907,32.990017,12.670998,49.277065,15.587881,92.334938
C171,C,11.824594,15744,575,686,116,14353,9124,3358,5028,738,4424,1725,2699,15721,2842,Chicago,C,11.824594,3.652185,4.3572154,.73678863,91.164886,36.804035,8.0885572,38.991863,18.07773,96.347816
C172,C,15.510042,15323,1034,634,89,13493,9515,3169,5734,612,4155,2046,2109,15028,2313,Chicago,C,15.510042,6.7480259,4.1375709,.58082622,88.057167,33.305309,6.4319496,49.241879,15.39127,93.251976
C173,C,12.436769,13311,443,570,40,12151,7896,2815,4720,361,3790,1514,2276,13275,2864,Chicago,C,12.436769,3.3280745,4.2821727,.30050334,91.2854,35.650963,4.5719352,39.947231,21.574389,96.671928
C174,C,13.088771,6307,429,189,106,5561,3669,1101,2316,252,1779,689,1090,6275,743,Chicago,C,13.088771,6.8019662,2.9966705,1.6806723,88.171875,30.008177,6.8683567,38.729622,11.840637,93.198036
C175,C,19.523264,7661,744,333,7,6513,4941,1638,2861,442,1989,1176,813,7234,993,Chicago,C,19.523264,9.7115259,4.3466911,.091371886,85.015015,33.151184,8.9455576,59.125187,13.726846,90.288475
C176,C,15.18088,9458,1619,250,44,7423,5749,1567,3182,1000,2642,1761,881,9031,382,Chicago,C,15.18088,17.117785,2.643265,.46521464,78.483826,27.256914,17.394329,66.654053,4.2298751,82.882217
C177,C,21.599075,11731,1531,149,30,9981,7144,2555,3804,785,3264,2088,1176,11279,1170,Chicago,C,21.599075,13.050891,1.270139,.25573269,85.08226,35.764278,10.988242,63.970589,10.37326,86.949112
C178,C,36.75193,7663,5987,141,196,1215,5245,294,2235,2716,2877,2597,280,7627,267,Chicago,C,36.75193,78.12867,1.8400104,2.557745,15.855409,5.6053386,51.78265,90.267639,3.5007212,21.87133
C179,C,26.676075,4619,3740,129,98,633,2906,203,1157,1546,1609,1466,143,4583,180,Chicago,C,26.676075,80.96991,2.7928123,2.1216714,13.704265,6.9855471,53.200275,91.112495,3.9275584,19.03009
C18,C,32.603508,9505,5605,343,2503,873,6915,705,2926,3284,3433,3061,372,9505,839,Chicago,C,32.603508,58.968964,3.6086271,26.333509,9.1846399,10.195228,47.490963,89.163994,8.8269329,41.031036
C180,C,34.93985,4521,3572,112,68,697,3136,140,1315,1681,1932,1656,276,4514,306,Chicago,C,34.93985,79.009071,2.4773281,1.504092,15.416944,4.4642859,53.603317,85.714287,6.7789102,20.990929
C181,C,34.221008,4142,3433,151,34,477,2972,150,1194,1628,1692,1534,158,4135,247,Chicago,C,34.221008,82.882668,3.645582,.82085949,11.516176,5.0471063,54.777927,90.661942,5.9733977,17.117332
C182,C,48.523796,5114,3450,43,263,1230,3641,148,1840,1653,1769,1133,636,5036,331,Chicago,C,48.523796,67.461868,.84082907,5.1427455,24.051622,4.0648174,45.399616,64.047485,6.5726767,32.538132
C183,C,32.578079,4798,3264,437,73,993,3221,178,1707,1336,1774,1394,380,4798,332,Chicago,C,32.578079,68.028343,9.1079617,1.5214673,20.696123,5.5262341,41.477802,78.579483,6.9195499,31.971657
C184,C,31.466042,7471,5218,155,126,1878,5446,336,3255,1855,2802,2124,678,7393,385,Chicago,C,31.466042,69.843391,2.0746889,1.6865212,25.137197,6.1696658,34.061695,75.803001,5.2076287,30.156609
C185,C,25.17971,6111,3044,746,119,2144,4103,470,2370,1263,2138,1430,708,6108,738,Chicago,C,25.17971,49.811813,12.207495,1.9473082,35.084274,11.455033,30.782354,66.884941,12.082515,50.188187
C186,C,63.926285,3488,2107,32,250,996,2455,108,1261,1086,1192,708,484,3488,221,Chicago,C,63.926285,60.407108,.91743118,7.1674314,28.555046,4.3991852,44.236252,59.395973,6.336009,39.592892
C187,C,40.43837,4483,3235,148,204,809,3069,36,1131,1902,1690,1036,654,4483,308,Chicago,C,40.43837,72.161499,3.3013606,4.5505242,18.045952,1.1730205,61.974583,61.301777,6.8703995,27.838501
C188,C,43.372948,4998,3766,126,33,1073,3511,156,1449,1906,1941,1265,676,4998,407,Chicago,C,43.372948,75.350143,2.5210085,.66026413,21.468588,4.4431787,54.28653,65.172592,8.1432571,24.649857
C189,C,33.203644,2186,1718,74,0,394,1449,39,632,778,786,579,207,2186,137,Chicago,C,33.203644,78.591034,3.3851783,0,18.023788,2.6915114,53.6922,73.664124,6.2671547,21.408966
C19,C,20.046755,9447,4394,483,2828,1080,6973,769,3056,3148,3779,1944,1835,9447,1444,Chicago,C,20.046755,46.512119,5.1127343,29.935429,11.4322,11.028252,45.145561,51.442181,15.285275,53.487881
C190,C,48.884613,2679,2072,148,17,442,1871,36,778,1057,1043,767,276,2679,157,Chicago,C,48.884613,77.342293,5.5244493,.63456511,16.498693,1.9241048,56.493855,73.537872,5.8603959,22.657707
C191,C,44.470097,3461,2662,155,17,627,2347,39,892,1416,1300,999,301,3461,177,Chicago,C,44.470097,76.914185,4.4784746,.49118751,18.116152,1.6616958,60.33234,76.846153,5.1141291,23.085815
C192,C,27.327715,14397,6873,614,112,6661,9548,1295,5810,2443,5128,3326,1802,14370,1437,Chicago,C,27.327715,47.739113,4.2647772,.77793986,46.266582,13.56305,25.58651,64.859596,10,52.260887
C193,C,11.273429,5801,446,23,611,4721,3560,1062,2094,404,1823,917,906,5742,1399,Chicago,C,11.273429,7.6883297,.39648336,10.532667,81.382523,29.831461,11.348314,50.301701,24.364332,92.311668
C194,C,17.042715,32520,2245,490,2845,26638,19552,6583,10589,2380,9181,4425,4756,32444,7758,Chicago,C,17.042715,6.9034438,1.5067651,8.7484627,81.912666,33.669189,12.172668,48.197365,23.911972,93.096558
C195,C,12.721786,15581,2222,131,987,12200,9491,2747,5518,1226,4349,2780,1569,15552,2255,Chicago,C,12.721786,14.260959,.84076762,6.3346381,78.300491,28.943209,12.9175,63.922741,14.499743,85.739044
C196,C,21.281925,4669,1741,54,317,2381,3068,705,1705,658,1642,1001,641,4643,350,Chicago,C,21.281925,37.288498,1.1565646,6.7894626,50.99593,22.979139,21.447197,60.962242,7.5382295,62.711502
C197,C,16.435095,11985,3270,299,373,7867,7443,2079,4298,1066,3676,2228,1448,11942,1709,Chicago,C,16.435095,27.284105,2.4947851,3.1122236,65.640381,27.932285,14.322182,60.60936,14.310836,72.715897
C198,C,25.120714,1847,1360,0,0,487,1363,74,1034,255,677,582,95,1846,126,Chicago,C,25.120714,73.632919,0,0,26.367083,5.4292002,18.708731,85.967506,6.8255687,26.367081
C199,C,14.915928,31986,15483,467,184,15625,22188,3283,13908,4997,10827,8999,1828,31864,2360,Chicago,C,14.915928,48.405552,1.4600137,.5752517,48.849495,14.796287,22.521183,83.11628,7.4064775,51.594448
C2,C,26.911306,5428,4851,17,338,147,4020,40,772,3208,2423,1813,610,5367,239,Chicago,C,26.911306,89.369934,.31319085,6.2269711,2.7081797,.99502486,79.800995,74.8246,4.4531398,10.630066
C20,C,29.0438,3371,1417,779,564,519,2283,314,837,1132,1089,840,249,3371,453,Chicago,C,29.0438,42.035004,23.10887,16.73094,15.396025,13.753833,49.583881,77.134987,13.438148,57.964996
C200,C,11.589071,9557,3864,283,37,5280,6232,837,4204,1191,3425,2101,1324,9557,1121,Chicago,C,11.589071,40.431099,2.9611802,.38715079,55.247463,13.43068,19.11104,61.343067,11.729622,59.568901
C201,C,11.464854,13686,2846,417,588,9822,8677,2547,5023,1107,4126,2608,1518,13686,1825,Chicago,C,11.464854,20.794973,3.0469093,4.2963614,71.766769,29.353464,12.757866,63.20892,13.334795,79.205025
C202,C,10.351308,10276,2755,543,52,6837,6779,1502,4280,997,3473,2437,1036,10259,919,Chicago,C,10.351308,26.810043,5.2841573,.50603348,66.533669,22.15666,14.707184,70.169884,8.9579878,73.189957
C203,C,15.348218,23601,4191,394,153,18786,14708,4007,8552,2149,6903,4672,2231,23601,2680,Chicago,C,15.348218,17.757723,1.6694208,.64827764,79.59832,27.243677,14.611096,67.680717,11.355451,82.242279
C204,C,14.146894,15158,2666,195,114,12145,9503,2537,5542,1424,4432,3313,1119,15158,1564,Chicago,C,14.146894,17.588072,1.2864494,.75207812,80.122711,26.696833,14.984741,74.751808,10.317984,82.411926
C205,C,13.478811,15414,1527,144,131,13581,9420,3059,5429,932,4094,2866,1228,15317,1962,Chicago,C,13.478811,9.9065781,.93421566,.84987676,88.108215,32.473461,9.8938427,70.004883,12.809297,90.093422
C206,C,17.441757,23387,2282,1624,126,19105,14383,4394,8598,1391,6676,4446,2230,23238,3570,Chicago,C,17.441757,9.7575579,6.9440289,.53876084,81.690681,30.549955,9.6711397,66.596764,15.362768,90.242439
C207,C,19.288565,6879,292,1631,124,4622,3955,834,2832,289,1949,1349,600,6860,1138,Chicago,C,19.288565,4.244803,23.709841,1.8025876,67.189995,21.087231,7.3072062,69.214981,16.588921,95.755196
C208,C,16.691294,28052,1048,1281,154,25517,16605,5166,10370,1069,7372,4028,3344,27896,4967,Chicago,C,16.691294,3.735919,4.5665193,.54898047,90.963211,31.111111,6.43782,54.639175,17.80542,96.264084
C209,C,17.409443,59533,1913,18846,327,37773,35973,10558,22750,2665,18159,8082,10077,59332,13294,Chicago,C,17.409443,3.2133439,31.656393,.54927522,63.448845,29.349791,7.4083343,44.506855,22.406122,96.786659
C21,C,46.5616,2552,2084,241,72,48,1797,49,356,1392,939,713,226,2309,69,Chicago,C,46.5616,81.661446,9.443574,2.8213167,1.8808777,2.7267668,77.46244,75.931839,2.9883065,18.338554
C210,C,30.741961,19420,286,14230,38,4776,12910,2982,9097,831,6813,2619,4194,19375,6344,Chicago,C,30.741961,1.4727086,73.274971,.19567457,24.593203,23.098373,6.4368706,38.441216,32.743225,98.52729
C211,C,26.046978,20725,156,18062,0,2291,14024,2955,9931,1138,7293,3553,3740,20637,6140,Chicago,C,26.046978,.7527141,87.150787,0,11.054282,21.071022,8.1146603,48.717949,29.752386,99.247284
C212,C,17.056679,6749,767,5151,272,138,4356,389,1912,2055,3071,1040,2031,6537,1401,Chicago,C,17.056679,11.364647,76.322418,4.0302267,2.0447474,8.9302111,47.176308,33.865189,21.431849,88.635353
C213,C,36.488247,13673,3151,8501,875,501,9323,514,3394,5415,6610,2094,4516,13403,2950,Chicago,C,36.488247,23.045418,62.173626,6.3994732,3.6641557,5.513247,58.082161,31.679274,22.009998,76.954582
C214,C,34.242172,9967,2849,5237,845,549,7204,233,1955,5016,5412,2079,3333,9723,1440,Chicago,C,34.242172,28.584328,52.543392,8.4779778,5.5081768,3.2343142,69.627983,38.414635,14.810244,71.415672
C215,C,24.559338,27990,11572,9940,3411,1895,18037,1068,5049,11920,13432,4233,9199,25631,6811,Chicago,C,24.559338,41.343338,35.512684,12.186495,6.7702751,5.9211621,66.08638,31.514294,26.57329,58.656662
C216,C,13.423184,9051,2828,4318,983,593,4701,462,1908,2331,3442,664,2778,7287,2691,Chicago,C,13.423184,31.245167,47.707436,10.860679,6.5517621,9.8276958,49.585194,19.291109,36.928776,68.754837
C217,C,13.300657,11414,1635,8242,810,465,6463,766,3225,2472,4413,1046,3367,10074,3272,Chicago,C,13.300657,14.324513,72.209564,7.0965481,4.0739441,11.852081,38.248493,23.702696,32.479652,85.675484
C218,C,18.026297,3426,1355,1509,210,178,2132,169,726,1237,1519,463,1056,2918,808,Chicago,C,18.026297,39.550495,44.045536,6.1295972,5.1955633,7.9268293,58.020638,30.480579,27.690199,60.449505
C219,C,16.876612,11556,608,10327,170,184,7422,954,4236,2232,4692,1254,3438,11405,3522,Chicago,C,16.876612,5.2613363,89.36483,1.4710972,1.5922464,12.853679,30.072756,26.726343,30.881193,94.738663
C22,C,43.857506,6268,5299,258,345,195,4383,66,780,3537,2660,1883,777,6217,269,Chicago,C,43.857506,84.54052,4.1161456,5.504148,3.1110401,1.5058179,80.698151,70.789474,4.3268456,15.45948
C220,C,14.144775,5075,109,4762,41,64,3495,366,2120,1009,2134,581,1553,5075,1573,Chicago,C,14.144775,2.1477833,93.832512,.80788177,1.2610837,10.472103,28.869814,27.225866,30.995073,97.852219
C221,C,52.161438,5383,4284,172,32,845,3919,413,2213,1293,2088,1578,510,5383,681,Chicago,C,52.161438,79.583878,3.1952443,.59446406,15.697566,10.538403,32.993111,75.574715,12.650938,20.416122
C222,C,24.408226,7241,5091,227,201,1674,4842,698,3201,943,2504,1817,687,7241,1266,Chicago,C,24.408226,70.307968,3.1349261,2.7758596,23.118353,14.415531,19.475424,72.563896,17.483772,29.692032
C223,C,20.943256,5855,3823,256,0,1723,3955,705,2758,492,2085,1456,629,5855,721,Chicago,C,20.943256,65.294617,4.3723311,0,29.427839,17.825537,12.439949,69.832138,12.314261,34.705383
C224,C,20.148003,9344,186,6541,17,2267,6039,1087,4202,750,3044,1685,1359,9329,1721,Chicago,C,20.148003,1.9905822,70.002144,.18193494,24.261559,17.999668,12.419274,55.354797,18.447851,98.009415
C225,C,20.136091,3178,16,2975,0,162,1798,246,1273,279,853,635,218,3178,713,Chicago,C,20.136091,.5034613,93.612335,0,5.0975456,13.681869,15.517241,74.443138,22.435493,99.496536
C226,C,17.758991,9595,62,9075,0,366,6204,992,4488,724,3560,1471,2089,9547,2676,Chicago,C,17.758991,.6461699,94.580513,0,3.8144867,15.989684,11.66989,41.320225,28.029747,99.353828
C227,C,18.624895,1945,4,1930,0,11,1377,195,1099,83,1025,217,808,1933,771,Chicago,C,18.624895,.20565553,99.22879,0,.56555271,14.16122,6.027596,21.170732,39.886189,99.794342
C228,C,16.058659,8836,84,8410,11,289,5727,1047,4082,598,3415,1170,2245,8824,2961,Chicago,C,16.058659,.95065641,95.178818,.12449072,3.2707107,18.281822,10.441767,34.260616,33.55621,99.049347
C229,C,21.647415,6888,12,6664,48,120,4376,739,2990,647,2627,670,1957,6888,2476,Chicago,C,21.647415,.17421603,96.747971,.69686413,1.7421603,16.887569,14.785192,25.504377,35.946575,99.825783
C23,C,42.246132,14703,9281,870,2862,1167,5620,179,927,4514,4064,1934,2130,9147,3211,Chicago,C,42.246132,63.123173,5.9171596,19.465416,7.9371557,3.1850533,80.320282,47.588581,35.104404,36.876827
C230,C,15.033487,13554,71,12908,9,330,9283,1273,6520,1490,5058,2790,2268,13413,2302,Chicago,C,15.033487,.52383059,95.233879,.066401064,2.4347057,13.71324,16.050846,55.160141,17.162455,99.476166
C231,C,16.568674,6754,229,6254,103,140,4620,576,3058,986,2264,1015,1249,6754,2023,Chicago,C,16.568674,3.3905833,92.596977,1.5250223,2.0728457,12.467532,21.341991,44.832157,29.952621,96.609413
C232,C,19.293146,3983,20,3857,53,17,2792,427,1687,678,1641,1062,579,3983,1032,Chicago,C,19.293146,.50213408,96.836555,1.3306553,.42681396,15.293696,24.283669,64.716637,25.910118,99.497864
C233,C,16.864916,10622,248,9909,79,325,7725,1325,5167,1233,3979,1973,2006,10553,3099,Chicago,C,16.864916,2.3347769,93.287514,.74373943,3.0596874,17.152103,15.961165,49.585323,29.366056,97.665222
C234,C,22.558859,16439,599,15145,94,399,11585,1355,7555,2675,5935,3573,2362,16225,3035,Chicago,C,22.558859,3.643774,92.128471,.57181096,2.427155,11.696158,23.090202,60.20219,18.705702,96.356224
C235,C,24.66045,6006,2,5757,39,12,3892,627,2810,455,2087,767,1320,6006,1487,Chicago,C,24.66045,.033300035,95.854149,.64935064,.19980019,16.10997,11.690647,36.751316,24.758575,99.966698
C236,C,24.446548,13684,167,13120,0,268,10481,1282,6874,2325,6209,2729,3480,13655,3501,Chicago,C,24.446548,1.2204034,95.878395,0,1.9584917,12.231657,22.182999,43.952328,25.63896,98.779594
C237,C,20.548229,24811,365,23929,4,155,17303,2296,12002,3005,10365,2575,7790,24308,8046,Chicago,C,20.548229,1.4711217,96.445122,.016121881,.6247229,13.269375,17.36693,24.843222,33.100212,98.528877
C238,C,20.306644,18158,261,17316,10,461,11763,1162,8148,2453,7576,2359,5217,18056,6295,Chicago,C,20.306644,1.4373829,95.362923,.055072144,2.5388258,9.8784323,20.853523,31.137804,34.863758,98.562614
C239,C,20.150993,3287,42,2904,0,275,2527,265,1656,606,1669,226,1443,3287,983,Chicago,C,20.150993,1.2777609,88.348038,0,8.366291,10.486743,23.981005,13.541042,29.905689,98.722237
C24,C,37.674541,18804,8116,5436,917,3534,12796,1434,4645,6717,6618,4329,2289,18551,1772,Chicago,C,37.674541,43.16103,28.908743,4.8766222,18.793873,11.206627,52.492966,65.412514,9.5520458,56.83897
C240,C,19.853287,6878,94,6399,1,318,4623,673,3209,741,3153,522,2631,6878,2878,Chicago,C,19.853287,1.3666763,93.035767,.01453911,4.6234369,14.557647,16.028553,16.555662,41.843559,98.633324
C241,C,24.091806,13448,115,13009,27,160,8341,550,5233,2558,5101,1846,3255,13385,3570,Chicago,C,24.091806,.85514575,96.735573,.20077334,1.189768,6.5939336,30.667786,36.188984,26.671648,99.144852
C242,C,16.972687,9404,107,8738,26,485,5640,511,3745,1384,3560,937,2623,9362,3385,Chicago,C,16.972687,1.1378137,92.917908,.27647808,5.1573796,9.0602837,24.539007,26.320225,36.156803,98.862183
C243,C,27.234072,11443,246,10487,84,541,6460,695,4659,1106,4188,726,3462,11203,4662,Chicago,C,27.234072,2.149786,91.645546,.73407322,4.7277813,10.758514,17.120743,17.335243,41.613853,97.850212
C244,C,21.336052,17414,754,15520,102,703,11719,1259,7878,2582,8034,1116,6918,16603,6322,Chicago,C,21.336052,4.3298497,89.123695,.58573562,4.0369816,10.743237,22.032597,13.890964,38.077457,95.670151
C245,C,28.046452,14438,114,14076,26,91,9744,724,6404,2616,5641,2506,3135,14414,2532,Chicago,C,28.046452,.78958303,97.492729,.18008034,.63028121,7.4302135,26.84729,44.424747,17.566256,99.210419
C246,C,22.722921,18286,314,17406,152,185,12865,1344,8144,3377,7560,3844,3716,18128,4055,Chicago,C,22.722921,1.7171607,95.187576,.83123702,1.0117029,10.446949,26.249514,50.846561,22.368711,98.282837
C247,C,17.955822,8029,90,7647,19,86,6475,561,3882,2032,3694,2630,1064,8012,739,Chicago,C,17.955822,1.1209366,95.242249,.23664217,1.0711172,8.664093,31.38224,71.196533,9.2236643,98.879066
C248,C,20.861305,4878,50,4788,0,30,3812,384,2390,1038,1891,1486,405,4878,465,Chicago,C,20.861305,1.0250102,98.154984,0,.61500615,10.073452,27.229801,78.582764,9.5325956,98.974991
C249,C,23.207489,9509,116,8933,9,432,6806,630,4357,1819,3709,2616,1093,9509,1482,Chicago,C,23.207489,1.2198969,93.942581,.094647177,4.5430646,9.2565384,26.726418,70.531143,15.585235,98.780106
C25,C,43.945213,8863,6073,798,908,763,6350,247,1242,4861,3787,1859,1928,8476,1144,Chicago,C,43.945213,68.520821,9.0037231,10.244838,8.6088228,3.8897638,76.551178,49.088989,13.496933,31.479179
C250,C,26.479176,16057,10551,796,220,4086,11309,1199,7508,2602,5706,4607,1099,15845,1255,Chicago,C,26.479176,65.709656,4.9573393,1.370119,25.446846,10.602176,23.008224,80.739571,7.9204798,34.290344
C251,C,27.879759,1859,1627,100,17,91,1258,86,631,541,630,541,89,1694,59,Chicago,C,27.879759,87.520172,5.3792362,.91447014,4.8951049,6.8362479,43.004768,85.873016,3.4828808,12.479828
C252,C,29.934435,15602,10578,3394,125,1254,10823,399,4707,5717,5871,4656,1215,15285,675,Chicago,C,29.934435,67.799004,21.753622,.80117935,8.0374308,3.6865933,52.822693,79.305061,4.4160943,32.200996
C253,C,34.958851,11273,3401,6820,67,557,8353,631,4255,3467,4593,2773,1820,10924,926,Chicago,C,34.958851,30.169432,60.498535,.59434044,4.9410095,7.554172,41.506046,60.374481,8.4767485,69.830566
C254,C,53.055931,9877,3043,5956,117,412,7283,354,3672,3257,4178,2771,1407,9868,1127,Chicago,C,53.055931,30.80895,60.301712,1.1845702,4.1713071,4.8606343,44.720581,66.323601,11.420753,69.191048
C255,C,22.753271,5110,21,4877,0,27,3562,405,2042,1115,1896,1497,399,5110,1283,Chicago,C,22.753271,.41095892,95.440315,0,.52837574,11.370017,31.302639,78.955696,25.107632,99.589043
C256,C,39.048355,4067,306,3372,0,174,2556,232,1520,804,1617,894,723,4067,971,Chicago,C,39.048355,7.5239735,82.91124,0,4.278338,9.0766821,31.455399,55.287571,23.875092,92.476028
