holc_id,holc_grade,Can_P,Sum_poptot,Sum_whiten,Sum_blackn,Sum_asiann,Sum_latinx,Sum_pop25,Sum_lesshs,Sum_hsdeg,Sum_bachup,Sum_occ,Sum_ownocc,Sum_rentoc,Sum_povsta,Sum_povbel,city,grade,pcan,pwhitenh,pblacknh,pasiannh,platinx,plesshs,pbachup,pown,ppov,pmin
A1,A,56.692471,25359,17145,3469,2564,1022,15955,437,3214,12304,9084,5662,3422,21224,2430,Baltimore,A,56.692471,67.609131,13.679562,10.110808,4.0301275,2.7389534,77.11689,62.329369,11.449303,32.390869
A2,A,18.511015,15623,3199,11454,170,355,11318,1745,6306,3267,5949,3907,2042,15550,2942,Baltimore,A,18.511015,20.476221,73.314987,1.0881393,2.2722909,15.417918,28.865524,65.674904,18.919615,79.523781
A3,A,46.975727,13462,11552,336,874,403,8854,239,1692,6923,5071,3832,1239,13330,912,Baltimore,A,46.975727,85.811913,2.4959145,6.4923487,2.9936116,2.6993449,78.190651,75.566948,6.8417106,14.188087
A4,A,59.137596,7707,5986,673,188,608,5408,87,1683,3638,3216,2547,669,7707,675,Baltimore,A,59.137596,77.669647,8.7323217,2.4393408,7.8889322,1.6087278,67.270714,79.197762,8.7582722,22.330353
A5,A,55.776955,7960,1948,5563,48,99,5165,359,3110,1696,3186,1588,1598,7814,403,Baltimore,A,55.776955,24.472363,69.886932,.60301507,1.2437186,6.9506292,32.836399,49.843063,5.1574097,75.527634
A6,A,29.20936,24350,2154,20135,208,1049,15594,1726,9783,4085,8589,5141,3448,20666,2477,Baltimore,A,29.20936,8.8459959,82.689941,.85420942,4.3080082,11.068359,26.195972,59.855629,11.98587,91.154007
B1,B,72.335358,9997,6930,1296,737,472,4608,49,814,3745,2640,2174,466,6384,126,Baltimore,B,72.335358,69.320793,12.963889,7.3722115,4.7214165,1.0633681,81.271698,82.348488,1.9736842,30.679207
B10,B,33.220818,88773,31444,50256,1238,3368,62786,6281,39568,16937,33680,22559,11121,86564,7551,Baltimore,B,33.220818,35.420681,56.611809,1.3945682,3.7939463,10.003822,26.97576,66.9804,8.7230253,64.579315
B11,B,17.767096,21212,2303,17842,102,368,14063,2122,9741,2200,7366,4357,3009,21079,6111,Baltimore,B,17.767096,10.857062,84.11277,.48085991,1.7348671,15.089241,15.643888,59.15015,28.990938,89.142937
B12,B,25.052534,4365,3447,651,44,51,3018,390,2313,315,1888,970,918,4365,934,Baltimore,B,25.052534,78.96907,14.914089,1.0080184,1.1683849,12.922465,10.437376,51.377117,21.39748,21.03093
B14,B,45.810146,40877,23409,13082,2056,999,28869,1453,14587,12829,15620,10886,4734,39796,2661,Baltimore,B,45.810146,57.266922,32.003326,5.0297232,2.443917,5.0330806,44.438671,69.692703,6.6866016,42.733078
B15,B,48.169743,11544,4279,5712,246,1083,8614,743,4392,3479,4701,3497,1204,11307,995,Baltimore,B,48.169743,37.066875,49.480251,2.1309772,9.3814964,8.625493,40.387741,74.388428,8.7998581,62.933125
B16,B,16.413015,12719,6825,2059,2275,815,7232,350,1646,5236,4854,1894,2960,9812,1826,Baltimore,B,16.413015,53.659878,16.188379,17.886627,6.4077363,4.839602,72.400444,39.019367,18.609865,46.340122
B17,B,29.451918,21432,14383,3987,1191,1128,10336,498,2884,6954,7642,2843,4799,16694,3556,Baltimore,B,29.451918,67.109932,18.603024,5.5571108,5.2631578,4.8181114,67.279411,37.202305,21.301065,32.890068
B18,B,19.506813,13346,768,12124,56,178,9220,1325,6398,1497,4879,3131,1748,13156,1899,Baltimore,B,19.506813,5.7545333,90.843697,.41960138,1.333733,14.370933,16.236443,64.172989,14.434479,94.245468
B19,B,64.303085,4168,3834,110,102,66,3031,76,494,2461,1559,1402,157,4021,133,Baltimore,B,64.303085,91.986565,2.6391554,2.447217,1.5834932,2.5074234,81.194328,89.929443,3.3076348,8.0134354
B2,B,71.047989,4097,2867,889,74,196,3180,295,841,2044,1692,1248,444,3828,347,Baltimore,B,71.047989,69.978035,21.698805,1.8061997,4.7839885,9.2767296,64.276726,73.758865,9.064786,30.021965
B20,B,30.355381,5677,3665,979,793,64,3531,47,941,2543,2266,1298,968,5677,418,Baltimore,B,30.355381,64.558746,17.245024,13.968645,1.1273561,1.3310677,72.019257,57.281555,7.3630438,35.441254
B21,B,64.830536,9176,901,7518,88,451,7001,649,4286,2066,3327,2316,1011,9003,963,Baltimore,B,64.830536,9.8190937,81.931122,.95902354,4.9149957,9.2701044,29.510071,69.612267,10.696435,90.180908
B22,B,58.45895,9758,1098,7671,222,247,6659,737,4247,1675,4161,1857,2304,9716,1521,Baltimore,B,58.45895,11.252306,78.612419,2.2750564,2.5312564,11.067728,25.153927,44.628696,15.654591,88.747696
B23,B,41.966793,5895,5489,104,81,60,4260,268,2230,1762,2173,1797,376,5859,246,Baltimore,B,41.966793,93.112808,1.764207,1.3740458,1.0178117,6.29108,41.361504,82.696732,4.1986685,6.8871918
B3,B,37.983425,34531,15501,16665,486,1317,23090,2610,11612,8868,13518,6981,6537,34399,6433,Baltimore,B,37.983425,44.890099,48.260983,1.407431,3.8139644,11.303595,38.406235,51.642254,18.701124,55.109901
B4,B,39.501602,46655,2274,41670,289,1317,33331,3930,21634,7767,17502,11005,6497,46134,8189,Baltimore,B,39.501602,4.8740759,89.315186,.61944056,2.8228486,11.790825,23.302631,62.878529,17.750465,95.125923
B5,B,34.29813,11248,246,10438,12,179,8001,870,5564,1567,4149,2169,1980,11185,2623,Baltimore,B,34.29813,2.1870556,92.798721,.10668563,1.5913941,10.873641,19.585052,52.277657,23.45105,97.812943
B6,B,16.527481,7472,183,6839,37,230,4888,1010,3197,681,2548,971,1577,6809,1894,Baltimore,B,16.527481,2.4491434,91.528374,.49518201,3.0781584,20.662848,13.932078,38.108322,27.816126,97.550858
B7,B,27.331127,5065,3755,445,566,175,3923,438,1384,2101,2536,1345,1191,5050,432,Baltimore,B,27.331127,74.13623,8.7857847,11.174728,3.4550838,11.164925,53.555954,53.036278,8.5544558,25.86377
B8,B,40.470123,36366,10224,22584,931,1660,25449,3021,13339,9089,13655,7880,5775,34691,6173,Baltimore,B,40.470123,28.114172,62.101963,2.5600836,4.5647035,11.8708,35.714565,57.707798,17.794241,71.885826
B9,B,43.840446,10179,7696,1156,682,390,6477,147,1566,4764,3686,2687,999,10064,448,Baltimore,B,43.840446,75.606644,11.356715,6.700069,3.8314176,2.2695692,73.552574,72.897453,4.4515104,24.393356
C,C,28.27232,4590,2759,1260,151,306,3611,747,2438,426,1915,1110,805,4400,645,Baltimore,C,28.27232,60.108932,27.450981,3.2897604,6.6666665,20.68679,11.797286,57.963448,14.659091,39.891068
C1,C,5.0386496,24229,6783,13485,459,2705,16062,3124,7490,5448,8414,4353,4061,24158,7305,Baltimore,C,5.0386496,27.995377,55.656445,1.8944241,11.164308,19.449633,33.918564,51.735203,30.23843,72.004623
C10,C,56.951336,6999,4484,1706,361,306,4505,60,1455,2990,2360,1892,468,6884,288,Baltimore,C,56.951336,64.066292,24.37491,5.1578798,4.3720531,1.3318535,66.370697,80.169495,4.1836143,35.933708
C11,C,25.781269,9442,3338,4491,390,1028,6318,1376,3891,1051,3441,1885,1556,9415,2565,Baltimore,C,25.781269,35.35268,47.564075,4.1304808,10.887524,21.779043,16.635012,54.780586,27.243759,64.647324
C12,C,20.126116,20265,10403,5329,543,2828,13457,3008,8987,1462,7349,4144,3205,20209,4392,Baltimore,C,20.126116,51.334812,26.29657,2.6794968,13.955095,22.352678,10.864234,56.388626,21.732891,48.665188
C13,C,29.210485,19190,14424,2061,1234,798,15108,1172,4180,9756,8815,5099,3716,18425,1702,Baltimore,C,29.210485,75.164146,10.739968,6.4304323,4.1584158,7.7574797,64.575058,57.844582,9.2374487,24.835854
C14,C,30.388142,28138,5809,19967,1182,631,19806,2986,13143,3677,11506,5323,6183,27438,5297,Baltimore,C,30.388142,20.64468,70.960976,4.2007251,2.2425189,15.07624,18.565081,46.262821,19.305344,79.355316
C15,C,35.230591,14198,2357,9335,1298,736,10070,1294,6134,2642,4936,3671,1265,14036,1450,Baltimore,C,35.230591,16.600929,65.748695,9.1421328,5.1838288,12.85005,26.236345,74.371964,10.330579,83.399071
C16,C,36.575802,6441,2100,3109,588,453,4513,469,2865,1179,2384,1629,755,6421,603,Baltimore,C,36.575802,32.603634,48.268902,9.1290169,7.0330696,10.3922,26.124529,68.330536,9.3910608,67.396362
C17,C,23.550501,12659,9108,1148,1579,318,6918,892,4220,1806,3736,2453,1283,9931,1449,Baltimore,C,23.550501,71.948814,9.0686464,12.473339,2.5120468,12.8939,26.10581,65.658455,14.590675,28.051186
C18,C,36.573215,2984,2572,221,49,36,2125,147,1500,478,1141,862,279,2905,339,Baltimore,C,36.573215,86.193031,7.4061661,1.6420912,1.2064344,6.9176469,22.494118,75.547768,11.669536,13.806969
C19,C,32.531609,6509,3947,1230,188,857,4394,606,3224,564,2386,1440,946,6457,910,Baltimore,C,32.531609,60.639114,18.896912,2.8883085,13.166385,13.791533,12.835685,60.352055,14.093232,39.360886
C2,C,13.615082,33399,21150,4052,917,6081,23105,4577,14416,4112,12391,7614,4777,32906,5664,Baltimore,C,13.615082,63.325249,12.1321,2.7455912,18.207132,19.809565,17.797014,61.447826,17.212666,36.674751
C20,C,34.389977,10779,5918,2247,456,1906,7135,1564,4475,1096,3635,1773,1862,10779,2157,Baltimore,C,34.389977,54.903053,20.84609,4.2304482,17.682531,21.920113,15.360897,48.775791,20.011133,45.096947
C21,C,43.59129,4894,2947,1003,137,552,3575,510,2359,706,1791,1212,579,4881,800,Baltimore,C,43.59129,60.216591,20.494484,2.7993462,11.279118,14.265735,19.748251,67.671692,16.390083,39.783409
C22,C,40.985126,17937,15050,1169,512,436,12893,955,8146,3792,6642,5741,901,17857,932,Baltimore,C,40.985126,83.904778,6.5172548,2.854435,2.4307299,7.4071202,29.411308,86.434807,5.2192416,16.095222
C3,C,7.8900027,17340,1123,15383,44,507,11665,2872,7238,1555,6312,2958,3354,17119,4907,Baltimore,C,7.8900027,6.4763551,88.713959,.25374857,2.9238753,24.620661,13.330476,46.863117,28.664057,93.523643
C4,C,12.556277,16225,6173,7760,866,815,11903,1529,5299,5075,7175,2356,4819,15758,3836,Baltimore,C,12.556277,38.046227,47.827427,5.3374424,5.0231123,12.845501,42.636311,32.836235,24.343191,61.953773
C5,C,17.627544,19115,3963,13716,353,557,13481,1884,7345,4252,8420,2762,5658,18443,5001,Baltimore,C,17.627544,20.732409,71.755165,1.8467172,2.9139419,13.975224,31.540688,32.802849,27.115978,79.267593
C6,C,18.754303,26925,339,25875,58,140,18116,3547,13083,1486,9156,3993,5163,26094,8157,Baltimore,C,18.754303,1.2590529,96.100281,.21541318,.51996285,19.579378,8.2026939,43.610748,31.260059,98.740944
C7,C,14.568491,13172,1512,10434,305,435,8659,2667,5472,520,4681,1704,2977,13104,5105,Baltimore,C,14.568491,11.478894,79.213486,2.3155177,3.3024597,30.800323,6.0053124,36.402477,38.957569,88.521103
C8,C,27.372547,26270,1981,22806,265,541,20198,4273,12680,3245,10389,4540,5849,25497,6792,Baltimore,C,27.372547,7.5409212,86.813858,1.0087552,2.0593834,21.15556,16.065947,43.700066,26.638428,92.459076
C9,C,21.179583,23991,6168,15677,529,707,16933,2184,9265,5484,9058,4805,4253,23861,4929,Baltimore,C,21.179583,25.709641,65.345337,2.2049935,2.9469385,12.897892,32.386463,53.047031,20.657139,74.290359
D,D,4.374032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baltimore,D,4.374032,,,,,,,,,
D,D,26.757856,8223,3091,2984,1179,710,5932,839,2860,2233,3042,2022,1020,8180,896,Baltimore,D,26.757856,37.589687,36.28846,14.337832,8.6343184,14.143628,37.643291,66.469429,10.953546,62.410313
D1,D,9.1968193,39453,14014,20692,1635,2251,28936,4054,11200,13682,17259,5830,11429,38825,9866,Baltimore,D,9.1968193,35.520744,52.447216,4.1441717,5.705523,14.010229,47.283661,33.779476,25.411461,64.479256
D2,D,4.9593549,28582,18497,3677,938,4586,21786,3147,6415,12224,12022,6718,5304,28390,4895,Baltimore,D,4.9593549,64.715553,12.86474,3.2817857,16.045063,14.445057,56.109428,55.880886,17.241987,35.284447
D4,D,14.756014,54227,10526,39382,1205,1241,36919,7563,19448,9908,22984,6224,16760,52853,18652,Baltimore,D,14.756014,19.410994,72.624336,2.2221403,2.288528,20.485388,26.83713,27.079708,35.290333,80.589005
D5,D,8.6588259,26472,18149,5122,987,1212,20980,1812,5099,14069,12330,6470,5860,26428,2945,Baltimore,D,8.6588259,68.559235,19.348745,3.7284677,4.5784225,8.636797,67.059105,52.47364,11.143484,31.440765
D6,D,15.705915,9299,4428,3511,364,661,6920,720,3013,3187,4005,1637,2368,9072,1738,Baltimore,D,15.705915,47.618023,37.756748,3.9143994,7.1082911,10.404624,46.054913,40.873909,19.157848,52.381977
D8,D,7.3974714,21990,8223,10930,891,1069,17463,2602,7534,7327,10038,1873,8165,17626,4719,Baltimore,D,7.3974714,37.394272,49.704411,4.0518417,4.8613005,14.900074,41.957279,18.659096,26.772949,62.605728
D9,D,3.4837801,18692,8981,5785,1846,1128,14715,952,3752,10011,10529,1868,8661,17816,3281,Baltimore,D,3.4837801,48.047295,30.94907,9.8758831,6.034667,6.4695888,68.032623,17.741476,18.416031,51.952705
B1,B,6.8795805,21706,9058,9236,871,1794,15212,1496,7396,6320,7479,4855,2624,21376,1824,Boston,B,6.8795805,41.730396,42.550446,4.0127153,8.2649956,9.834341,41.546146,64.915092,8.5329342,58.269604
B1,B,31.273952,8215,5533,430,1003,885,6121,330,1593,4198,3127,1553,1574,8095,372,Boston,B,31.273952,67.352402,5.2343273,12.209373,10.772976,5.3912759,68.583565,49.664215,4.5954294,32.647598
B3,B,45.160992,3717,2334,39,961,190,2698,94,320,2284,1694,665,1029,3567,613,Boston,B,45.160992,62.792576,1.0492332,25.854183,5.111649,3.4840622,84.655304,39.256199,17.18531,37.207424
B3,B,31.472956,34062,23336,1009,5196,3234,20425,508,2091,17826,13854,5418,8436,26385,4229,Boston,B,31.472956,68.510361,2.9622452,15.254536,9.4944515,2.487148,87.275398,39.107838,16.028046,31.489639
B4,B,38.606102,11926,8725,626,691,1465,9754,481,1745,7528,5369,2579,2790,11577,1039,Boston,B,38.606102,73.159485,5.2490358,5.7940636,12.284085,4.9313102,77.178596,48.035015,8.9746914,26.840515
B5,B,38.213943,28871,21826,1342,2213,2423,22208,1055,7161,13992,11686,8034,3652,28060,1655,Boston,B,38.213943,75.598351,4.648263,7.6651311,8.3925047,4.7505403,63.004322,68.748932,5.8980756,24.401649
B5,B,56.822079,11002,7385,425,1718,816,7579,199,1546,5834,3974,2766,1208,9752,787,Boston,B,56.822079,67.124161,3.8629341,15.615343,7.4168334,2.6256762,76.975853,69.602417,8.0701399,32.875839
B6,B,42.72049,4456,2645,504,223,897,3482,295,1044,2143,1691,1046,645,4456,551,Boston,B,42.72049,59.35817,11.310593,5.0044885,20.130161,8.4721422,61.54509,61.856888,12.36535,40.64183
B7,B,57.143387,3682,288,2713,21,508,2234,535,985,714,1057,812,245,3682,557,Boston,B,57.143387,7.821836,73.682777,.57034218,13.796849,23.948074,31.960609,76.82119,15.127648,92.178162
B8,B,25.526983,15783,4012,6828,1374,2554,10977,1575,5868,3534,5558,2845,2713,15691,3295,Boston,B,25.526983,25.419756,43.261738,8.7055693,16.181969,14.348183,32.194588,51.187477,20.999298,74.580246
C1,C,5.5884824,6798,3710,2094,131,636,4950,214,1955,2781,2714,1553,1161,6741,523,Boston,C,5.5884824,54.574875,30.803177,1.9270374,9.3556929,4.3232322,56.18182,57.221813,7.7584929,45.425125
C1,C,25.406504,74519,47865,2819,12745,8210,53264,2901,11735,38628,32109,7496,24613,71832,13265,Boston,C,25.406504,64.231941,3.7829278,17.103022,11.017324,5.4464555,72.521782,23.34548,18.4667,35.768059
C10,C,22.507206,62189,2847,39433,643,17075,38669,7956,23985,6728,20806,5527,15279,61521,18547,Boston,C,22.507206,4.57798,63.408321,1.033945,27.456625,20.574621,17.398951,26.564453,30.147429,95.42202
C11,C,34.956623,41058,2177,31305,289,6196,27658,4657,17282,5719,13614,5972,7642,40562,8808,Boston,C,34.956623,5.3022552,76.245796,.70388234,15.090847,16.837805,20.677561,43.866608,21.714905,94.697746
C12,C,33.695152,32036,18401,3307,2057,7026,24743,1624,5982,17137,13947,5823,8124,31364,4514,Boston,C,33.695152,57.438507,10.322762,6.4209013,21.931578,6.5634723,69.259995,41.750916,14.392297,42.561493
C13,C,32.913227,7679,3331,1529,273,2151,5832,1061,1935,2836,3407,1011,2396,7386,1429,Boston,C,32.913227,43.378044,19.911448,3.5551505,28.011459,18.19273,48.628258,29.6742,19.347414,56.621956
C14,C,34.438656,54495,28177,11320,1606,11587,40097,3633,16206,20258,20554,11976,8578,53830,5508,Boston,C,34.438656,51.705662,20.772549,2.9470594,21.262501,9.0605278,50.522484,58.266029,10.232212,48.294338
C15,C,39.282261,9837,8106,315,552,453,7639,332,2488,4819,4189,3195,994,9799,396,Boston,C,39.282261,82.403175,3.2021959,5.6114669,4.6050625,4.3461185,63.084175,76.271187,4.0412288,17.596825
C16,C,36.198643,21184,12608,3974,1524,2524,15592,1397,7454,6741,8656,4975,3681,20985,1678,Boston,C,36.198643,59.516617,18.759441,7.194109,11.914653,8.9597225,43.233711,57.474583,7.9961877,40.483383
C17,C,37.700218,47288,14823,18194,1216,11562,31890,3983,17315,10592,15699,9707,5992,45249,5928,Boston,C,37.700218,31.346218,38.474876,2.5714769,24.450178,12.489809,33.214172,61.831963,13.100842,68.653778
C18,C,45.254196,6097,2971,1465,297,964,4289,400,2167,1722,1972,1469,503,5857,348,Boston,C,45.254196,48.728882,24.02821,4.8712482,15.811054,9.3261833,40.14922,74.492897,5.9416084,51.271118
C2,C,10.967594,10782,4269,259,198,5888,8048,1942,3818,2288,3517,1264,2253,10745,1131,Boston,C,10.967594,39.593769,2.4021518,1.836394,54.609535,24.130219,28.429424,35.93972,10.525826,60.406231
C3,C,15.242595,10157,3946,407,648,5001,7311,1551,3994,1766,3458,1297,2161,10029,1919,Boston,C,15.242595,38.850056,4.0070887,6.3798366,49.23698,21.214607,24.155382,37.507229,19.13451,61.149944
C4,C,19.101486,8801,7462,106,578,492,7514,169,504,6841,4967,1527,3440,8788,614,Boston,C,19.101486,84.78582,1.2044086,6.5674357,5.5902739,2.249135,91.043388,30.742903,6.9868002,15.21418
C5,C,24.989347,12886,10038,163,1119,1200,10096,151,1130,8815,7165,2863,4302,11835,1193,Boston,C,24.989347,77.898491,1.2649387,8.6838427,9.3124323,1.4956418,87.311806,39.95813,10.080271,22.101509
C6,C,18.098974,52469,29023,3597,10682,7013,24292,2140,5387,16765,19323,2461,16862,35273,12485,Boston,C,18.098974,55.314568,6.8554764,20.358688,13.365988,8.8094845,69.014488,12.736117,35.395344,44.685432
C7,C,14.625648,17342,16299,176,148,548,14533,402,3429,10702,7604,3733,3871,17070,956,Boston,C,14.625648,93.985703,1.0148772,.85341942,3.1599586,2.7661185,73.639305,49.092583,5.6004686,6.0142975
C8,C,22.159016,74706,20996,27441,9603,13481,52856,9694,26310,16852,26602,10107,16495,74341,14333,Boston,C,22.159016,28.104837,36.731991,12.854389,18.045404,18.340397,31.882851,37.993385,19.280075,71.895164
C9,C,29.356852,59768,14915,28354,4058,9721,41142,6362,21954,12826,21149,9353,11796,59266,11195,Boston,C,29.356852,24.954824,47.440102,6.7895865,16.264557,15.463516,31.174955,44.224312,18.889414,75.045174
D1,D,14.600711,12397,6742,801,2602,1647,8858,832,2423,5603,4035,970,3065,10561,1746,Boston,D,14.600711,54.384125,6.4612408,20.988949,13.285472,9.3926392,63.253555,24.039654,16.532526,45.615875
D10,D,12.619924,19867,13250,1558,1758,2899,16035,1592,3948,10495,9905,3376,6529,19827,3194,Boston,D,12.619924,66.693512,7.8421502,8.8488445,14.592037,9.9282818,65.450577,34.083797,16.109346,33.306488
D11,D,12.35143,24874,20442,810,1544,1798,21097,1114,4885,15098,11841,4947,6894,24545,2545,Boston,D,12.35143,82.182198,3.2564123,6.2072849,7.2284312,5.2803717,71.564674,41.778564,10.368711,17.817802
D12,D,16.296438,23253,9376,5049,4761,3158,17757,3169,7957,6631,9005,3708,5297,23167,3523,Boston,D,16.296438,40.321678,21.713327,20.474777,13.581043,17.846483,37.343021,41.177124,15.206975,59.678322
D2,D,17.507837,19890,14692,1019,1613,2198,15069,1192,3718,10159,9162,4300,4862,19800,2859,Boston,D,17.507837,73.866264,5.1231775,8.1096029,11.050779,7.9102793,67.41655,46.932983,14.439394,26.133736
D3,D,12.085207,33095,10067,636,1575,19917,23072,6563,10883,5626,10970,3164,7806,32953,5348,Boston,D,12.085207,30.418491,1.9217404,4.759027,60.181297,28.445736,24.384535,28.842297,16.229176,69.581512
D4,D,11.02179,23122,7845,604,751,13403,17111,5301,6397,5413,8491,1916,6575,23032,3129,Boston,D,11.02179,33.928726,2.6122308,3.2479889,57.966438,30.980072,31.634621,22.565069,13.585446,66.071274
D5,D,7.9701571,13436,10724,675,512,1231,10952,527,2303,8122,6880,1655,5225,12369,1624,Boston,D,7.9701571,79.815422,5.0238166,3.810658,9.161953,4.8119063,74.159973,24.055233,13.129599,20.184578
D6,D,15.402845,12611,9073,711,1181,1270,10578,467,1513,8598,6764,1622,5142,11519,1491,Boston,D,15.402845,71.945129,5.6379352,9.3648405,10.070573,4.4148231,81.281906,23.979893,12.943832,28.054871
D7,D,18.470579,46506,24756,4560,9999,5779,36221,4726,7983,23512,23713,7368,16345,44401,9265,Boston,D,18.470579,53.231842,9.8051863,21.500452,12.426353,13.04768,64.912621,31.071564,20.866648,46.768158
D8,D,24.660934,57661,20212,13753,6192,15605,33092,5711,12815,14566,20818,4161,16657,49100,14966,Boston,D,24.660934,35.053154,23.851477,10.738627,27.063353,17.257948,44.016682,19.987511,30.480652,64.946846
D9,D,20.582329,62119,11632,26725,3900,17098,36182,8017,18250,9915,21713,4993,16720,54305,17246,Boston,D,20.582329,18.725349,43.022263,6.2782722,27.52459,22.157427,27.40313,22.995441,31.757666,81.274651
A1,A,65.629822,1756,1665,63,12,16,1470,21,299,1150,815,679,136,1756,63,Charlotte,A,65.629822,94.817764,3.5876994,.68337131,.91116172,1.4285715,78.231293,83.312881,3.5876994,5.1822357
A2,A,62.577457,19509,17362,1083,319,397,13644,273,2373,10998,8427,5281,3146,18663,1206,Charlotte,A,62.577457,88.99482,5.5512838,1.6351428,2.0349581,2.0008795,80.606857,62.667618,6.4619837,11.00518
A3,A,61.474312,8113,6804,720,292,84,6285,165,1135,4985,4292,1929,2363,8102,713,Charlotte,A,61.474312,83.865402,8.8746452,3.5991619,1.0353754,2.6252983,79.315834,44.94408,8.8002958,16.134598
B1,B,62.876915,4787,4297,158,56,122,3957,73,862,3022,2241,1580,661,4787,201,Charlotte,B,62.876915,89.763947,3.3006058,1.169835,2.548569,1.8448319,76.370987,70.504242,4.1988721,10.236053
B2,B,50.557838,4778,4079,303,27,177,3810,121,800,2889,2325,1235,1090,4778,486,Charlotte,B,50.557838,85.370445,6.3415656,.56509,3.704479,3.175853,75.826775,53.118279,10.17162,14.629555
B3,B,48.939919,11437,8960,1643,143,249,8146,240,1995,5911,5303,2472,2831,11238,1120,Charlotte,B,48.939919,78.342224,14.365655,1.2503278,2.1771443,2.9462314,72.563225,46.615124,9.9661865,21.657776
B4,B,41.386978,5173,4430,405,109,54,4144,128,913,3103,2647,1256,1391,5162,575,Charlotte,B,41.386978,85.636963,7.8291125,2.1070945,1.0438817,3.0888031,74.879341,47.449944,11.139093,14.363037
B5,B,55.178703,5309,4707,49,169,231,3986,44,596,3346,2411,1577,834,5298,225,Charlotte,B,55.178703,88.660767,.922961,3.1832738,4.3511019,1.1038635,83.943802,65.408546,4.2468858,11.339233
B6,B,28.227049,4024,3075,649,153,67,3192,128,536,2528,2454,850,1604,4024,546,Charlotte,B,28.227049,76.416504,16.128231,3.802187,1.66501,4.010025,79.197998,34.637325,13.568588,23.583496
B7,B,45.279903,2443,1483,639,74,194,1988,35,537,1416,1263,570,693,2443,320,Charlotte,B,45.279903,60.704052,26.156364,3.0290625,7.9410563,1.7605634,71.227364,45.130642,13.098649,39.295948
C1,C,52.009987,15420,8594,4664,380,1143,11944,1532,4367,6045,6524,3763,2761,15341,1638,Charlotte,C,52.009987,55.732815,30.246433,2.4643321,7.4124513,12.826524,50.611187,57.679337,10.67727,44.267185
C10,C,46.07225,5134,1733,2700,107,348,3072,315,1312,1445,1981,760,1221,4299,1047,Charlotte,C,46.07225,33.755356,52.590572,2.0841448,6.7783403,10.253906,47.037762,38.364464,24.354502,66.244644
C11,C,34.005608,5440,2473,2077,99,456,2978,258,683,2037,2043,656,1387,3979,658,Charlotte,C,34.005608,45.45956,38.180145,1.8198529,8.3823528,8.6635323,68.401611,32.109642,16.536818,54.54044
C12,C,56.879852,2980,334,2162,187,16,2148,460,1448,240,1223,451,772,2980,751,Charlotte,C,56.879852,11.208054,72.550339,6.2751679,.53691274,21.41527,11.173184,36.876534,25.201342,88.791946
C13,C,32.107147,17551,12777,2799,483,848,13056,586,2589,9881,9614,2824,6790,16903,1617,Charlotte,C,32.107147,72.799271,15.947809,2.7519798,4.8316336,4.488358,75.681679,29.373829,9.566349,27.200729
C2,C,45.409569,9047,4453,3595,156,304,6537,552,2567,3418,3997,1616,2381,9005,1190,Charlotte,C,45.409569,49.220737,39.736931,1.7243285,3.36023,8.4442406,52.286983,40.430325,13.214881,50.779263
C3,C,56.583607,4832,4298,320,49,29,3880,42,916,2922,2264,1430,834,4832,167,Charlotte,C,56.583607,88.948677,6.6225166,1.0140729,.60016555,1.0824742,75.30928,63.162544,3.4561257,11.051323
C4,C,45.029724,7364,6217,502,68,260,5574,123,1207,4244,3682,1501,2181,7322,695,Charlotte,C,45.029724,84.424225,6.8169475,.92341119,3.53069,2.2066739,76.139221,40.765888,9.4919424,15.575775
C5,C,19.405466,4937,2070,2283,218,129,3295,203,1219,1873,2483,421,2062,4843,1050,Charlotte,C,19.405466,41.928295,46.242657,4.415637,2.6129229,6.1608496,56.843704,16.955296,21.680777,58.071705
C6,C,35.441181,3835,338,2225,75,1137,2212,650,1280,282,1393,365,1028,3835,976,Charlotte,C,35.441181,8.8135595,58.018253,1.9556714,29.64798,29.385172,12.748644,26.20244,25.449804,91.18644
C7,C,27.665178,4072,287,3414,59,181,2812,602,1882,328,1726,528,1198,4047,1436,Charlotte,C,27.665178,7.0481334,83.840866,1.4489194,4.4449902,21.408251,11.664296,30.590961,35.483074,92.951866
C8,C,17.584143,2155,299,1763,23,30,1455,170,785,500,902,368,534,2155,390,Charlotte,C,17.584143,13.87471,81.809746,1.0672854,1.3921114,11.683848,34.364262,40.798225,18.097448,86.12529
C9,C,31.554272,5235,3438,1123,278,164,4170,349,926,2895,3000,1124,1876,4652,458,Charlotte,C,31.554272,65.673355,21.451767,5.3104105,3.1327603,8.3693047,69.424461,37.466667,9.8452282,34.326645
D1,D,39.608734,8058,3417,3403,272,530,6074,836,2544,2694,3445,1776,1669,8058,902,Charlotte,D,39.608734,42.405064,42.231323,3.3755274,6.5773144,13.763582,44.352982,51.552975,11.193845,57.594936
D10,D,46.809422,3463,465,2270,167,175,2243,438,1429,376,1366,489,877,3463,980,Charlotte,D,46.809422,13.427664,65.550102,4.8224082,5.053422,19.527418,16.763264,35.797951,28.299162,86.572334
D11,D,13.291626,630,355,143,8,124,456,26,122,308,300,118,182,630,174,Charlotte,D,13.291626,56.349205,22.698412,1.2698413,19.682539,5.7017546,67.543861,39.333332,27.619047,43.650795
