OID_,OBJECTID_1,GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,OBJECTID,CBSA10_1,METRO_NAME,HRS2010,RHRS10,Shape_Leng,EQINTERV10,fips,pmin,fips_1,lifeExp,OID_1,FIPS_12,POPTOT,WHITENH,BLACKNH,AIANNH,ASIANNH,NHPINH,OTHERNH,TWOMORENH,LATINX,PWHITENH,PBLACKNH,PAIANNH,PASIANNH,PNHPINH,POTHERNH,PTWOMORENH,PLATINX,MHI,POVSTAT,POVBELOW,PPOV,eqint,Grade,Shape_Length,Shape_Area
146,813,06037226700,Census Tract 2267,782727.000000000000000,0.000000000000000,+34.0173502,-118.2621294,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.037320816533500,4,6037226700.000000000000000,100.000000000000000,,74.200000000000003,,,7640,0,156,0,36,0,0,7,7441,0.0000000,2.0400000,0.0000000,0.4700000,0.0000000,0.0000000,0.0900000,97.4000015,38353,7405,2456,33.1699982,4,D,0.037320816533529,0.000076397040780
147,814,06037227010,Census Tract 2270.10,579199.000000000000000,0.000000000000000,+34.0185256,-118.2469968,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.036961090788400,4,6037227010.000000000000000,99.260000000000005,,81.900000000000006,,,5552,41,345,62,0,0,0,0,5104,0.7400000,6.2100000,1.1200000,0.0000000,0.0000000,0.0000000,0.0000000,91.9300003,42269,5490,1479,26.9400005,4,D,0.036961090788432,0.000056532686451
148,815,06037297202,Census Tract 2972.02,575787.000000000000000,0.000000000000000,+33.7247349,-118.2990073,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.245602000000000,3.200000000000000,0.030343237692300,3,6037297202.000000000000000,52.100000000000001,,79.400000000000006,,,3921,1878,72,0,261,0,0,30,1680,47.9000015,1.8400000,0.0000000,6.6599998,0.0000000,0.0000000,0.7700000,42.8499985,73269,3921,378,9.6400003,3,C,0.030343237692340,0.000056010204598
149,816,06037297201,Census Tract 2972.01,403962.000000000000000,0.000000000000000,+33.7249036,-118.2914165,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.024887650466500,4,6037297201.000000000000000,83.430000000000007,,79.799999999999997,,,4267,707,320,9,186,3,0,40,3002,16.5699997,7.5000000,0.2100000,4.3600001,0.0700000,0.0000000,0.9400000,70.3499985,57368,4246,608,14.3199997,4,D,0.024887650466521,0.000039295805076
150,817,06037296902,Census Tract 2969.02,490722.000000000000000,0.000000000000000,+33.7344542,-118.2956244,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.457032000000000,3.500000000000000,0.037282634629700,4,6037296902.000000000000000,67.480000000000004,,80.299999999999997,,,3997,1300,116,0,160,0,0,272,2149,32.5200005,2.9000001,0.0000000,4.0000000,0.0000000,0.0000000,6.8099999,53.7700005,48347,3918,597,15.2399998,4,D,0.037282634629700,0.000047740900778
151,818,06037296901,Census Tract 2969.01,617328.000000000000000,0.000000000000000,+33.7301628,-118.2945655,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.623570000000000,3.600000000000000,0.035555292006300,4,6037296901.000000000000000,83.310000000000002,,78.500000000000000,,,4422,738,382,13,156,0,0,272,2861,16.6900005,8.6400003,0.2900000,3.5300000,0.0000000,0.0000000,6.1500001,64.6999969,43405,4422,1106,25.0100002,4,D,0.035555292006312,0.000060054998526
152,819,06037296402,Census Tract 2964.02,1045124.000000000000000,0.000000000000000,+33.7465608,-118.3038543,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.051277053995500,4,6037296402.000000000000000,66.099999999999994,,79.000000000000000,,,3386,1148,146,10,252,0,0,36,1794,33.9000015,4.3099999,0.3000000,7.4400001,0.0000000,0.0000000,1.0599999,52.9799995,102734,3374,308,9.1300001,4,D,0.051277053995504,0.000101691011869
153,820,06037294421,Census Tract 2944.21,664609.000000000000000,0.000000000000000,+33.7903730,-118.2975664,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.048051845244600,4,6037294421.000000000000000,92.030000000000001,,81.200000000000003,,,2847,227,150,0,358,0,0,47,2065,7.9699998,5.2700000,0.0000000,12.5699997,0.0000000,0.0000000,1.6500000,72.5299988,41117,2847,762,26.7700005,4,D,0.048051845244602,0.000064699448119
154,821,06037201602,Census Tract 2016.02,1065763.000000000000000,0.000000000000000,+34.0771500,-118.1678921,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.030398000000000,3.000000000000000,0.058026504675900,3,6037201602.000000000000000,96.469999999999999,,80.099999999999994,,,2780,98,3,0,325,0,0,8,2346,3.5300000,0.1100000,0.0000000,11.6899996,0.0000000,0.0000000,0.2900000,84.3899994,59853,2762,389,14.0799999,3,C,0.058026504675899,0.000104095100127
155,822,06037201601,Census Tract 2016.01,540413.000000000000000,0.000000000000000,+34.0726971,-118.1774624,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.032519103798800,3,6037201601.000000000000000,95.620000000000005,,83.799999999999997,,,2282,100,71,0,262,0,0,51,1798,4.3800001,3.1099999,0.0000000,11.4799995,0.0000000,0.0000000,2.2300000,78.7900009,60870,2282,176,7.7100000,3,C,0.032519103798841,0.000052780139750
156,823,06037195903,Census Tract 1959.03,238084.000000000000000,0.000000000000000,+34.0808128,-118.2824401,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.986113000000000,4.000000000000000,0.019937233868100,4,6037195903.000000000000000,69.049999999999997,,82.200000000000003,,,2165,670,26,4,345,0,5,112,1003,30.9500008,1.2000000,0.1800000,15.9399996,0.0000000,0.2300000,5.1700001,46.3300018,52833,2165,252,11.6400003,4,D,0.019937233868083,0.000023255055979
157,824,06037195902,Census Tract 1959.02,331572.000000000000000,16124.000000000000000,+34.0871531,-118.2791664,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.014611000000000,3.000000000000000,0.024301745820500,3,6037195902.000000000000000,43.000000000000000,,81.599999999999994,,,1807,1030,32,0,223,0,0,53,469,57.0000000,1.7700000,0.0000000,12.3400002,0.0000000,0.0000000,2.9300001,25.9500008,68036,1807,386,21.3600006,3,C,0.024301745820508,0.000033963648443
158,825,06037195901,Census Tract 1959.01,290880.000000000000000,0.000000000000000,+34.0887786,-118.2823148,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.956796000000000,4.000000000000000,0.023859846873300,4,6037195901.000000000000000,54.259999999999998,,79.700000000000003,,,2088,955,39,11,308,0,0,6,769,45.7400017,1.8700000,0.5300000,14.7500000,0.0000000,0.0000000,0.2900000,36.8300018,59063,2033,223,10.9700003,4,D,0.023859846873295,0.000028414591997
159,826,06037195804,Census Tract 1958.04,335855.000000000000000,0.000000000000000,+34.0787744,-118.2728192,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.023007174891500,4,6037195804.000000000000000,70.000000000000000,,79.200000000000003,,,2600,780,82,0,412,0,0,113,1213,30.0000000,3.1500001,0.0000000,15.8500004,0.0000000,0.0000000,4.3499999,46.6500015,67829,2600,419,16.1200008,4,D,0.023007174891487,0.000032804208816
160,827,06037195803,Census Tract 1958.03,377392.000000000000000,0.000000000000000,+34.0818094,-118.2769285,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.497889000000000,3.500000000000000,0.026312160128100,4,6037195803.000000000000000,62.439999999999998,,81.599999999999994,,,2724,1023,116,11,293,0,0,44,1237,37.5600014,4.2600002,0.4000000,10.7600002,0.0000000,0.0000000,1.6200000,45.4099998,68125,2724,383,14.0600004,4,D,0.026312160128126,0.000036862620914
161,828,06037195202,Census Tract 1952.02,877981.000000000000000,0.000000000000000,+34.1029474,-118.2785412,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.174525000000000,2.200000000000000,0.043421788359100,2,6037195202.000000000000000,27.539999999999999,,84.900000000000006,,,3315,2402,37,0,355,29,0,194,298,72.4599991,1.1200000,0.0000000,10.7100000,0.8700000,0.0000000,5.8499999,8.9899998,106316,3291,203,6.1700001,2,B,0.043421788359060,0.000085779526756
162,829,06037195201,Census Tract 1952.01,600825.000000000000000,0.000000000000000,+34.1087422,-118.2785167,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.008311000000000,2.000000000000000,0.041888235944000,2,6037195201.000000000000000,34.799999999999997,,83.900000000000006,,,3106,2025,31,0,344,0,6,160,540,65.1999969,1.0000000,0.0000000,11.0799999,0.0000000,0.1900000,5.1500001,17.3899994,80833,3106,277,8.9200001,2,B,0.041888235944022,0.000058704948612
163,830,06037269000,Census Tract 2690,2283624.000000000000000,0.000000000000000,+34.0433250,-118.4043050,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.570924000000000,1.600000000000000,0.088588848734500,1,6037269000.000000000000000,30.050000000000001,,83.799999999999997,,,5019,3511,108,0,561,7,0,84,748,69.9499969,2.1500001,0.0000000,11.1800003,0.1400000,0.0000000,1.6700000,14.8999996,124301,4976,387,7.7800002,1,A,0.088588848734483,0.000222954626873
164,831,06037269300,Census Tract 2693,2205505.000000000000000,3034.000000000000000,+34.0444598,-118.4122005,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.547654000000000,1.500000000000000,0.061272602425900,1,6037269300.000000000000000,18.820000000000000,,87.099999999999994,,,4075,3308,102,0,329,0,0,230,106,81.1800003,2.5000000,0.0000000,8.0699997,0.0000000,0.0000000,5.6399999,2.5999999,162438,4075,63,1.5500000,1,A,0.061272602425911,0.000215619949671
165,832,06037269700,Census Tract 2697,897604.000000000000000,0.000000000000000,+34.0363360,-118.3871530,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.045631741461700,3,6037269700.000000000000000,60.979999999999997,,79.599999999999994,,,3616,1411,350,0,542,26,39,95,1153,39.0200005,9.6800003,0.0000000,14.9899998,0.7200000,1.0800000,2.6300001,31.8899994,93155,3616,304,8.4099998,3,C,0.045631741461747,0.000087629063233
166,833,06037269800,Census Tract 2698,467090.000000000000000,0.000000000000000,+34.0320450,-118.3968111,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.406754000000000,2.400000000000000,0.037277549876700,2,6037269800.000000000000000,48.159999999999997,,81.599999999999994,,,3123,1619,239,0,618,0,0,101,546,51.8400002,7.6500001,0.0000000,19.7900009,0.0000000,0.0000000,3.2300000,17.4799995,77778,3123,448,14.3500004,2,B,0.037277549876744,0.000045597185041
167,834,06037270100,Census Tract 2701,570756.000000000000000,0.000000000000000,+34.0273439,-118.3959685,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.041364574276500,3,6037270100.000000000000000,62.030000000000001,,81.299999999999997,,,4583,1740,446,74,1203,0,19,384,717,37.9700012,9.7299995,1.6100000,26.2500000,0.0000000,0.4100000,8.3800001,15.6400003,66071,4583,496,10.8199997,3,C,0.041364574276477,0.000055714448065
168,835,06037123602,Census Tract 1236.02,927744.000000000000000,0.000000000000000,+34.1812199,-118.4263255,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.000000000000000,2.000000000000000,0.041531867891500,2,6037123602.000000000000000,48.719999999999999,,81.200000000000003,,,3664,1879,338,0,124,0,0,15,1308,51.2799988,9.2200003,0.0000000,3.3800001,0.0000000,0.0000000,0.4100000,35.7000008,55641,3664,518,14.1400003,2,B,0.041531867891531,0.000090723757917
169,836,06037124300,Census Tract 1243,891001.000000000000000,0.000000000000000,+34.1757378,-118.3642963,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.190985000000000,2.200000000000000,0.038589507929400,2,6037124300.000000000000000,68.569999999999993,,78.599999999999994,,,3026,951,89,0,78,0,0,41,1867,31.4300003,2.9400001,0.0000000,2.5799999,0.0000000,0.0000000,1.3500000,61.7000008,42643,2979,424,14.2299995,2,B,0.038589507929442,0.000087125187769
170,837,06037124500,Census Tract 1245,807912.000000000000000,0.000000000000000,+34.1722741,-118.4267703,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.000000000000000,2.000000000000000,0.042477229421100,2,6037124500.000000000000000,47.630000000000003,,83.000000000000000,,,3057,1601,111,0,237,0,0,402,706,52.3699989,3.6300001,0.0000000,7.7500000,0.0000000,0.0000000,13.1499996,23.0900002,91667,3057,344,11.2500000,2,B,0.042477229421059,0.000078997605085
171,838,06037127910,Census Tract 1279.10,649792.000000000000000,0.000000000000000,+34.1975649,-118.4443624,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.032032912804300,3,6037127910.000000000000000,86.290000000000006,,77.599999999999994,,,4960,680,330,0,215,0,4,0,3731,13.7100000,6.6500001,0.0000000,4.3299999,0.0000000,0.0800000,0.0000000,75.2200012,41083,4900,1006,20.5300007,3,C,0.032032912804284,0.000063554942327
172,839,06037128210,Census Tract 1282.10,549953.000000000000000,0.000000000000000,+34.1835838,-118.4443453,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.029782008459300,3,6037128210.000000000000000,90.870000000000005,,75.900000000000006,,,5247,479,267,0,125,0,0,53,4323,9.1300001,5.0900002,0.0000000,2.3800001,0.0000000,0.0000000,1.0100000,82.3899994,31223,5210,2332,44.7599983,3,C,0.029782008459310,0.000053781604725
173,840,06037132300,Census Tract 1323,1278601.000000000000000,0.000000000000000,+34.1974433,-118.5273253,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.049285257141800,3,6037132300.000000000000000,78.109999999999999,,82.500000000000000,,,7601,1664,103,89,1130,0,68,52,4495,21.8899994,1.3600000,1.1700000,14.8699999,0.0000000,0.8900000,0.6800000,59.1399994,42708,7601,1754,23.0799999,3,C,0.049285257141788,0.000125057613651
174,841,06037181000,Census Tract 1810,4107041.000000000000000,30513.000000000000000,+34.1452669,-118.2043862,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.601903000000000,1.600000000000000,0.119240178778000,1,6037181000.000000000000000,62.270000000000003,,82.799999999999997,,,6523,2461,34,33,1645,0,46,195,2109,37.7299995,0.5200000,0.5100000,25.2199993,0.0000000,0.7100000,2.9900000,32.3300018,117409,6481,446,6.8800001,1,A,0.119240178778235,0.000404434626167
175,842,06037191620,Census Tract 1916.20,229193.000000000000000,0.000000000000000,+34.0885866,-118.3027253,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.021027266139200,3,6037191620.000000000000000,84.879999999999995,,79.400000000000006,,,2691,407,245,0,301,0,0,0,1738,15.1199999,9.1000004,0.0000000,11.1899996,0.0000000,0.0000000,0.0000000,64.5899963,28229,2646,769,29.0599995,3,C,0.021027266139154,0.000022388634564
176,843,06037191720,Census Tract 1917.20,264327.000000000000000,0.000000000000000,+34.0887897,-118.3123611,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.021291068725200,4,6037191720.000000000000000,85.829999999999998,,79.799999999999997,,,3459,490,160,0,142,0,7,9,2651,14.1700001,4.6300001,0.0000000,4.1100001,0.0000000,0.2000000,0.2600000,76.6399994,27083,3459,1276,36.8899994,4,D,0.021291068725169,0.000025820831630
177,882,06037550601,Census Tract 5506.01,1172076.000000000000000,0.000000000000000,+33.9622692,-118.1171582,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.043460187971600,3,6037550601.000000000000000,85.099999999999994,,82.700000000000003,,,5880,876,73,0,319,0,36,17,4559,14.8999996,1.2400000,0.0000000,5.4299998,0.0000000,0.6100000,0.2900000,77.5299988,72261,5812,948,16.3099995,3,C,0.043460187971641,0.000114326234377
178,883,06037501002,Census Tract 5010.02,1470883.000000000000000,0.000000000000000,+33.9822771,-118.0620458,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.000000000000000,2.000000000000000,0.050748977652200,2,6037501002.000000000000000,87.010000000000005,,78.700000000000003,,,5159,670,105,11,77,0,17,15,4264,12.9899998,2.0400000,0.2100000,1.4900000,0.0000000,0.3300000,0.2900000,82.6500015,92609,5152,211,4.0999999,2,B,0.050748977652193,0.000143505668091
179,884,06037501001,Census Tract 5010.01,773481.000000000000000,115356.000000000000000,+33.9903098,-118.0706273,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.038323591966000,3,6037501001.000000000000000,95.609999999999999,,79.400000000000006,,,3305,145,0,0,11,0,0,6,3143,4.3899999,0.0000000,0.0000000,0.3300000,0.0000000,0.0000000,0.1800000,95.0999985,75230,3305,349,10.5600004,3,C,0.038323591965977,0.000086725582894
180,885,06037481606,Census Tract 4816.06,862070.000000000000000,0.000000000000000,+34.0764499,-118.1259850,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.962841000000000,3.000000000000000,0.046661521144700,3,6037481606.000000000000000,95.079999999999998,,84.200000000000003,,,4962,244,223,0,3333,0,0,81,1081,4.9200001,4.4899998,0.0000000,67.1699982,0.0000000,0.0000000,1.6300000,21.7900009,53177,4943,647,13.0900002,3,C,0.046661521144707,0.000084198843908
181,886,06037481605,Census Tract 4816.05,765502.000000000000000,0.000000000000000,+34.0719031,-118.1255878,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.044496945095200,3,6037481605.000000000000000,94.709999999999994,,80.200000000000003,,,2910,154,0,9,1809,8,0,40,890,5.2900000,0.0000000,0.3100000,62.1599998,0.2700000,0.0000000,1.3700000,30.5799999,55938,2910,334,11.4799995,3,C,0.044496945095202,0.000074763418799
182,887,06037621326,Census Tract 6213.26,736076.000000000000000,945715.000000000000000,+33.8222769,-118.3903264,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.393273000000000,2.400000000000000,0.052899122562800,2,6037621326.000000000000000,25.030000000000001,,80.700000000000003,,,2945,2208,44,0,165,0,41,87,400,74.9700012,1.4900000,0.0000000,5.5999999,0.0000000,1.3900000,2.9500000,13.5799999,102703,2945,169,5.7399998,2,B,0.052899122562825,0.000163780433959
183,888,06037621324,Census Tract 6213.24,639616.000000000000000,736749.000000000000000,+33.8340991,-118.3900604,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.007776000000000,3.000000000000000,0.052046485049600,3,6037621324.000000000000000,34.359999999999999,,81.500000000000000,,,3804,2497,53,0,347,0,0,125,782,65.6399994,1.3900000,0.0000000,9.1199999,0.0000000,0.0000000,3.2900000,20.5599995,91816,3801,220,5.7900000,3,C,0.052046485049648,0.000134055664264
184,889,06037621204,Census Tract 6212.04,1170391.000000000000000,998254.000000000000000,+33.8464727,-118.3979526,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.060168582671800,4,6037621204.000000000000000,33.829999999999998,,81.799999999999997,,,3142,2079,146,0,428,12,55,55,367,66.1699982,4.6500001,0.0000000,13.6199999,0.3800000,1.7500000,1.7500000,11.6800003,95403,3142,263,8.3699999,4,D,0.060168582671804,0.000211250937296
185,890,06037621104,Census Tract 6211.04,1050399.000000000000000,608120.000000000000000,+33.8575404,-118.3992831,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.051523778043100,4,6037621104.000000000000000,21.520000000000000,,82.000000000000000,,,7074,5552,179,17,457,0,25,229,615,78.4800034,2.5300000,0.2400000,6.4600000,0.0000000,0.3500000,3.2400000,8.6899996,150710,7057,399,5.6500001,4,D,0.051523778043105,0.000161580798479
186,891,06037621004,Census Tract 6210.04,876470.000000000000000,0.000000000000000,+33.8703091,-118.4011692,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.998608000000000,4.000000000000000,0.046731578293800,4,6037621004.000000000000000,18.699999999999999,,82.000000000000000,,,4247,3453,3,38,200,0,0,164,389,81.3000031,0.0700000,0.8900000,4.7100000,0.0000000,0.0000000,3.8599999,9.1599998,121384,4242,241,5.6799998,4,D,0.046731578293808,0.000085401006237
187,892,06037620904,Census Tract 6209.04,576177.000000000000000,426037.000000000000000,+33.8807307,-118.4103690,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.007337000000000,3.000000000000000,0.043851813026200,3,6037620904.000000000000000,13.900000000000000,,82.500000000000000,,,2900,2497,0,0,93,0,0,185,125,86.0999985,0.0000000,0.0000000,3.2100000,0.0000000,0.0000000,6.3800001,4.3099999,177632,2862,98,3.4200001,3,C,0.043851813026172,0.000097665963454
188,893,06037620305,Census Tract 6203.05,1265578.000000000000000,1275093.000000000000000,+33.8933341,-118.4171775,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.071187268592000,3,6037620305.000000000000000,20.180000000000000,,85.900000000000006,,,5876,4690,87,0,550,0,77,72,400,79.8199997,1.4800000,0.0000000,9.3599997,0.0000000,1.3099999,1.2300000,6.8099999,127632,5866,178,3.0300000,3,C,0.071187268591980,0.000247634154679
189,894,06037433307,Census Tract 4333.07,428268.000000000000000,0.000000000000000,+34.0685045,-118.0061894,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.037135933578900,3,6037433307.000000000000000,97.969999999999999,,84.299999999999997,,,3207,65,4,29,946,0,0,55,2108,2.0300000,0.1200000,0.9000000,29.5000000,0.0000000,0.0000000,1.7100000,65.7300034,52917,3191,722,22.6299992,3,C,0.037135933578939,0.000041825524290
190,895,06037604002,Census Tract 6040.02,650673.000000000000000,0.000000000000000,+33.8765977,-118.3569295,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.031367926789200,4,6037604002.000000000000000,79.879999999999995,,80.700000000000003,,,4886,983,302,0,719,30,42,74,2736,20.1200008,6.1799998,0.0000000,14.7200003,0.6100000,0.8600000,1.5100000,56.0000000,60274,4886,388,7.9400001,4,D,0.031367926789218,0.000063405409573
191,896,06037604001,Census Tract 6040.01,659023.000000000000000,0.000000000000000,+33.8837388,-118.3568418,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.032353865664000,4,6037604001.000000000000000,83.909999999999997,,75.900000000000006,,,4600,740,445,0,460,22,0,51,2882,16.0900002,9.6700001,0.0000000,10.0000000,0.4800000,0.0000000,1.1100000,62.6500015,67823,4579,395,8.6300001,4,D,0.032353865663974,0.000064224069403
192,897,06037603802,Census Tract 6038.02,630819.000000000000000,0.000000000000000,+33.8909804,-118.3481442,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.031741925505800,4,6037603802.000000000000000,87.790000000000006,,78.500000000000000,,,3777,461,281,9,497,158,0,90,2281,12.2100000,7.4400001,0.2400000,13.1599998,4.1799998,0.0000000,2.3800001,60.3899994,59696,3754,503,13.3999996,4,D,0.031741925505773,0.000061480663562
193,898,06037433306,Census Tract 4333.06,434316.000000000000000,0.000000000000000,+34.0715068,-118.0077568,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.035716568868300,3,6037433306.000000000000000,96.359999999999999,,81.700000000000003,,,3322,121,0,0,856,62,0,0,2283,3.6400001,0.0000000,0.0000000,25.7700005,1.8700000,0.0000000,0.0000000,68.7200012,55211,3190,667,20.9099998,3,C,0.035716568868328,0.000042417624224
194,899,06037433305,Census Tract 4333.05,509320.000000000000000,0.000000000000000,+34.0703231,-118.0127105,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.036891899035700,3,6037433305.000000000000000,98.890000000000001,,77.299999999999997,,,4680,52,18,0,1238,24,0,13,3335,1.1100000,0.3800000,0.0000000,26.4500008,0.5100000,0.0000000,0.2800000,71.2600021,48953,4645,1213,26.1100006,3,C,0.036891899035659,0.000049742034501
195,900,06037433304,Census Tract 4333.04,788746.000000000000000,0.000000000000000,+34.0708986,-118.0198960,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.086468000000000,3.100000000000000,0.039280978728200,3,6037433304.000000000000000,97.370000000000005,,83.500000000000000,,,5505,145,43,23,1379,0,0,106,3809,2.6300001,0.7800000,0.4200000,25.0499992,0.0000000,0.0000000,1.9299999,69.1900024,44783,5296,1193,22.5300007,3,C,0.039280978728187,0.000077032550276
196,901,06037431501,Census Tract 4315.01,1032938.000000000000000,10032.000000000000000,+34.0981939,-118.0327899,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.000000000000000,2.000000000000000,0.044697198575500,2,6037431501.000000000000000,82.129999999999995,,86.500000000000000,,,4718,843,143,10,2014,0,0,21,1687,17.8700008,3.0300000,0.2100000,42.6899986,0.0000000,0.0000000,0.4500000,35.7599983,50938,4689,947,20.2000008,2,B,0.044697198575479,0.000101895081557
197,902,06037603801,Census Tract 6038.01,666619.000000000000000,0.000000000000000,+33.8985392,-118.3480963,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.032632367737100,4,6037603801.000000000000000,91.760000000000005,,77.900000000000006,,,4747,391,863,21,374,29,6,195,2868,8.2399998,18.1800003,0.4400000,7.8800001,0.6100000,0.1300000,4.1100001,60.4199982,55030,4747,787,16.5799999,4,D,0.032632367737072,0.000064975288061
198,903,06037602508,Census Tract 6025.08,647549.000000000000000,0.000000000000000,+33.9128073,-118.3395040,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.994267000000000,4.000000000000000,0.031929904556200,4,6037602508.000000000000000,93.640000000000001,,77.299999999999997,,,7138,454,2218,0,404,0,59,575,3428,6.3600001,31.0699997,0.0000000,5.6599998,0.0000000,0.8300000,8.0600004,48.0200005,48267,7138,1027,14.3900003,4,D,0.031929904556228,0.000063127109835
199,904,06037600304,Census Tract 6003.04,445759.000000000000000,0.000000000000000,+33.9353608,-118.2940128,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.987493000000000,3.000000000000000,0.028236210092100,3,6037600304.000000000000000,99.280000000000001,,74.799999999999997,,,3905,28,1083,18,38,0,0,48,2690,0.7200000,27.7299995,0.4600000,0.9700000,0.0000000,0.0000000,1.2300000,68.8899994,31339,3905,1197,30.6499996,3,C,0.028236210092101,0.000043466653646
200,905,06037554405,Census Tract 5544.05,765523.000000000000000,0.000000000000000,+33.8737602,-118.1212147,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.034890858763000,3,6037554405.000000000000000,80.950000000000003,,75.799999999999997,,,3045,580,716,20,358,13,0,94,1264,19.0499992,23.5100002,0.6600000,11.7600002,0.4300000,0.0000000,3.0899999,41.5099983,47934,3045,510,16.7500000,3,C,0.034890858763001,0.000074593969221
201,906,06037554301,Census Tract 5543.01,674603.000000000000000,0.000000000000000,+33.8822564,-118.1456075,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.042032400944000,3,6037554301.000000000000000,89.489999999999995,,75.299999999999997,,,3348,352,516,0,337,0,0,0,2143,10.5100002,15.4099998,0.0000000,10.0699997,0.0000000,0.0000000,0.0000000,64.0100021,60114,3348,310,9.2600002,3,C,0.042032400943976,0.000065741449531
